id_persona,nombre,edad,puntaje_evaluacion
5252,Daniel Vargas,37,67147
5253,Andres Lopez,41,80903
5254,Andres Ramirez,41,79412
5255,Camila Quintero,30,15260
5256,Juan Rojas,24,22309
5257,Lucia Rodriguez,26,51911
5258,Andres Ramirez,21,35207
5259,Pedro Perez,64,82083
5260,Marta Quintero,18,64155
5261,Andres Hernandez,33,38424
5262,Andres Vargas,56,65133
5263,Camila Hernandez,26,32769
5264,Elena Rojas,28,66025
5265,Pedro Garcia,61,55250
5266,Carlos Hernandez,37,74283
5267,Diego Garcia,36,67996
5268,Camila Rojas,36,62332
5269,Diego Rodriguez,18,94169
5270,Marta Quintero,19,85978
5271,Juan Perez,31,39423
5272,Camila Ramirez,52,77816
5273,Juan Hernandez,47,31187
5274,Maria Hernandez,65,61879
5275,Elena Gomez,47,95239
5276,Marta Garcia,64,95875
5277,Diego Rojas,32,96087
5278,Maria Martinez,35,74389
5279,Lucia Gomez,35,23484
5280,Pedro Rojas,36,21882
5281,Jorge Rojas,55,85371
5282,Ana Perez,55,29763
5283,Pedro Gomez,65,46500
5284,Daniel Gomez,33,77517
5285,Andres Rojas,23,41200
5286,Lucia Quintero,31,20616
5287,Diego Quintero,49,48454
5288,Juan Rodriguez,25,34984
5289,Juan Vargas,59,68475
5290,Ana Martinez,39,62790
5291,Diego Quintero,57,53562
5292,Andres Lopez,18,97973
5293,Pedro Lopez,44,34347
5294,Ana Serna,26,98531
5295,Jorge Martinez,33,75340
5296,Maria Ramirez,62,57575
5297,Marta Lopez,38,34114
5298,Tatiana Rodriguez,50,31759
5299,Pedro Rojas,20,30560
5300,Tatiana Martinez,29,50992
5301,Jorge Rodriguez,64,95187
5302,Daniel Garcia,40,85957
5303,Camila Hernandez,44,89496
5304,Jorge Rodriguez,37,74185
5305,Luis Gomez,19,12058
5306,Tatiana Vargas,37,83474
5307,Juan Garcia,36,50008
5308,Ana Quintero,55,85238
5309,Daniel Garcia,65,76244
5310,Luis Hernandez,61,48161
5311,Ana Rojas,35,22910
5312,Tatiana Perez,63,95819
5313,Daniel Hernandez,41,29466
5314,Juan Rojas,62,72834
5315,Pedro Lopez,56,41126
5316,Camila Serna,39,51292
5317,Tatiana Rodriguez,18,77660
5318,Elena Serna,47,12079
5319,Tatiana Serna,19,30735
5320,Marta Martinez,28,10102
5321,Marta Vargas,28,99697
5322,Pedro Garcia,18,14523
5323,Pedro Perez,63,88431
5324,Daniel Ramirez,52,27270
5325,Lucia Rodriguez,30,63925
5326,Jorge Garcia,51,32326
5327,Carlos Rodriguez,35,29302
5328,Camila Lopez,60,12532
5329,Ana Quintero,19,26715
5330,Andres Quintero,65,99804
5331,Carlos Ramirez,49,82486
5332,Diego Lopez,65,89136
5333,Elena Martinez,26,32000
5334,Luis Rojas,38,53583
5335,Elena Hernandez,57,27748
5336,Jorge Vargas,44,73623
5337,Lucia Garcia,63,62634
5338,Pedro Perez,29,49394
5339,Elena Perez,54,60624
5340,Ana Gomez,32,42857
5341,Luis Gomez,48,78770
5342,Jorge Ramirez,38,99522
5343,Maria Hernandez,55,34288
5344,Lucia Serna,38,37502
5345,Jorge Perez,23,82401
5346,Elena Martinez,58,50769
5347,Maria Quintero,44,67523
5348,Daniel Serna,25,13535
5349,Pedro Martinez,28,88282
5350,Daniel Martinez,18,22198
5351,Andres Serna,30,54651
5352,Maria Rodriguez,42,40713
5353,Ana Gomez,42,62794
5354,Pedro Garcia,36,76214
5355,Marta Quintero,46,51485
5356,Juan Quintero,21,79329
5357,Daniel Hernandez,52,14265
5358,Lucia Rojas,64,16433
5359,Elena Serna,21,19387
5360,Luis Gomez,29,59747
5361,Juan Gomez,34,73236
5362,Jorge Garcia,52,64338
5363,Elena Vargas,20,28072
5364,Diego Rojas,63,60197
5365,Marta Ramirez,63,76139
5366,Carlos Hernandez,52,33688
5367,Maria Martinez,43,23835
5368,Camila Ramirez,44,45838
5369,Tatiana Gomez,45,20733
5370,Diego Ramirez,19,22805
5371,Pedro Martinez,36,44531
5372,Daniel Hernandez,39,54238
5373,Andres Rodriguez,49,30820
5374,Andres Serna,59,64299
5375,Marta Perez,35,93677
5376,Luis Ramirez,22,47888
5377,Carlos Gomez,53,85709
5378,Maria Gomez,39,11503
5379,Lucia Perez,46,16155
5380,Tatiana Garcia,54,71149
5381,Carlos Rojas,34,53529
5382,Maria Vargas,52,23516
5383,Camila Hernandez,58,96137
5384,Andres Martinez,33,23561
5385,Elena Hernandez,49,68292
5386,Tatiana Ramirez,61,92835
5387,Ana Serna,42,45056
5388,Elena Martinez,32,29238
5389,Tatiana Quintero,52,90980
5390,Ana Rodriguez,61,28798
5391,Daniel Ramirez,54,59155
5392,Elena Rodriguez,53,11798
5393,Daniel Ramirez,21,61475
5394,Lucia Martinez,61,25108
5395,Andres Rodriguez,35,69287
5396,Diego Ramirez,24,49537
5397,Tatiana Quintero,51,68611
5398,Daniel Perez,44,29067
5399,Lucia Perez,41,88907
5400,Jorge Hernandez,29,83412
5401,Elena Rojas,34,22978
5402,Elena Hernandez,60,99425
5403,Daniel Rojas,36,78480
5404,Ana Lopez,29,25790
5405,Luis Lopez,29,94348
5406,Elena Perez,54,23262
5407,Carlos Quintero,31,48568
5408,Pedro Garcia,35,93394
5409,Juan Rodriguez,65,25592
5410,Carlos Vargas,42,85826
5411,Andres Gomez,51,32186
5412,Lucia Vargas,56,57425
5413,Luis Serna,59,65376
5414,Carlos Ramirez,27,69193
5415,Maria Rodriguez,24,34638
5416,Pedro Gomez,65,78007
5417,Elena Ramirez,19,54256
5418,Andres Lopez,57,43200
5419,Diego Vargas,32,65128
5420,Lucia Rojas,58,48742
5421,Pedro Gomez,60,58919
5422,Marta Rojas,44,56979
5423,Daniel Lopez,50,28399
5424,Carlos Quintero,25,66300
5425,Jorge Garcia,58,11948
5426,Elena Ramirez,52,65354
5427,Lucia Rodriguez,51,93836
5428,Carlos Martinez,27,38959
5429,Luis Rodriguez,43,69898
5430,Diego Garcia,63,22640
5431,Diego Quintero,59,73111
5432,Maria Ramirez,40,98138
5433,Tatiana Lopez,18,82893
5434,Camila Lopez,18,15958
5435,Juan Gomez,56,37514
5436,Andres Hernandez,56,21151
5437,Jorge Gomez,20,97524
5438,Juan Rojas,18,63314
5439,Carlos Rojas,31,61586
5440,Marta Serna,21,66739
5441,Maria Garcia,60,99175
5442,Marta Quintero,18,64189
5443,Elena Rodriguez,28,80939
5444,Pedro Rodriguez,24,98488
5445,Daniel Martinez,45,86386
5446,Elena Quintero,37,46605
5447,Carlos Vargas,18,60118
5448,Luis Hernandez,55,22545
5449,Diego Gomez,52,62961
5450,Luis Rojas,34,38247
5451,Maria Garcia,44,21053
5452,Tatiana Vargas,45,13157
5453,Diego Lopez,59,97071
5454,Ana Serna,43,62071
5455,Carlos Martinez,52,51708
5456,Maria Hernandez,53,22610
5457,Carlos Vargas,41,23042
5458,Daniel Garcia,36,67117
5459,Andres Hernandez,21,29999
5460,Marta Quintero,43,28864
5461,Camila Garcia,64,75384
5462,Carlos Quintero,32,35083
5463,Tatiana Serna,39,38303
5464,Maria Hernandez,19,17590
5465,Ana Ramirez,18,32595
5466,Marta Quintero,32,34275
5467,Pedro Rojas,36,94366
5468,Jorge Rojas,45,74588
5469,Tatiana Martinez,65,39191
5470,Luis Rodriguez,65,27629
5471,Luis Rodriguez,29,84592
5472,Tatiana Ramirez,23,31227
5473,Tatiana Rojas,54,90669
5474,Lucia Quintero,25,51204
5475,Carlos Gomez,64,13006
5476,Tatiana Ramirez,64,55526
5477,Juan Vargas,37,27492
5478,Luis Martinez,40,35891
5479,Lucia Perez,36,11555
5480,Jorge Quintero,53,88849
5481,Ana Quintero,60,10264
5482,Andres Gomez,44,27982
5483,Andres Garcia,27,81685
5484,Lucia Quintero,30,58017
5485,Diego Gomez,49,20593
5486,Andres Ramirez,65,65442
5487,Diego Lopez,36,62276
5488,Tatiana Gomez,28,17644
5489,Tatiana Lopez,27,97018
5490,Daniel Martinez,36,15775
5491,Luis Gomez,43,96360
5492,Pedro Ramirez,38,85033
5493,Tatiana Garcia,39,39032
5494,Daniel Gomez,31,98782
5495,Elena Garcia,53,43077
5496,Camila Rojas,63,65184
5497,Andres Ramirez,55,60374
5498,Elena Vargas,37,61304
5499,Daniel Ramirez,29,37878
5500,Ana Serna,33,11897
5501,Juan Lopez,37,59329
5502,Carlos Lopez,35,69730
5503,Luis Serna,50,35807
5504,Marta Rojas,21,41005
5505,Pedro Garcia,55,86914
5506,Luis Rojas,19,83439
5507,Elena Martinez,62,44063
5508,Tatiana Serna,31,60010
5509,Tatiana Gomez,21,29732
5510,Marta Gomez,34,84206
5511,Daniel Quintero,56,94492
5512,Maria Serna,37,31199
5513,Lucia Gomez,43,68125
5514,Carlos Hernandez,33,83245
5515,Jorge Ramirez,28,94354
5516,Maria Garcia,18,44967
5517,Marta Rodriguez,23,63536
5518,Luis Vargas,25,64316
5519,Pedro Ramirez,57,93569
5520,Ana Lopez,23,87925
5521,Maria Gomez,18,36903
5522,Tatiana Rodriguez,32,87035
5523,Jorge Lopez,44,43597
5524,Ana Rodriguez,61,84310
5525,Juan Gomez,44,89271
5526,Pedro Ramirez,56,72857
5527,Lucia Quintero,60,14080
5528,Maria Rodriguez,60,87937
5529,Diego Rodriguez,36,48111
5530,Juan Gomez,49,25495
5531,Elena Hernandez,23,70104
5532,Tatiana Garcia,60,69747
5533,Ana Quintero,59,99594
5534,Daniel Vargas,59,21151
5535,Andres Perez,18,56797
5536,Lucia Rodriguez,56,68353
5537,Jorge Lopez,56,90819
5538,Daniel Quintero,59,17670
5539,Pedro Rodriguez,28,24129
5540,Elena Gomez,32,98311
5541,Pedro Lopez,58,46991
5542,Marta Ramirez,48,66133
5543,Luis Quintero,21,92167
5544,Jorge Serna,65,49574
5545,Pedro Martinez,32,84640
5546,Lucia Garcia,64,26032
5547,Luis Perez,31,56024
5548,Jorge Garcia,40,92936
5549,Carlos Garcia,34,66121
5550,Andres Serna,43,59387
5551,Elena Quintero,39,95250
5552,Pedro Garcia,19,58698
5553,Juan Hernandez,37,51403
5554,Andres Serna,51,34795
5555,Marta Gomez,42,98071
5556,Daniel Vargas,27,33702
5557,Jorge Perez,59,58698
5558,Tatiana Martinez,40,38296
5559,Andres Lopez,37,13317
5560,Marta Garcia,59,62078
5561,Tatiana Martinez,53,45297
5562,Jorge Quintero,42,64885
5563,Diego Rodriguez,38,87631
5564,Carlos Rojas,40,37730
5565,Tatiana Rodriguez,63,47018
5566,Jorge Quintero,61,67589
5567,Andres Vargas,62,62157
5568,Juan Gomez,20,18642
5569,Jorge Hernandez,22,22765
5570,Tatiana Quintero,28,14364
5571,Andres Ramirez,59,13185
5572,Tatiana Serna,50,40609
5573,Ana Serna,42,66815
5574,Marta Serna,59,60327
5575,Tatiana Vargas,53,10601
5576,Pedro Martinez,57,71173
5577,Daniel Martinez,60,52810
5578,Lucia Martinez,42,30046
5579,Juan Rodriguez,18,20665
5580,Pedro Vargas,64,72545
5581,Maria Lopez,45,48021
5582,Luis Rodriguez,48,90132
5583,Diego Quintero,29,80179
5584,Juan Ramirez,43,98603
5585,Marta Vargas,37,98913
5586,Luis Hernandez,50,27177
5587,Tatiana Garcia,43,76905
5588,Marta Ramirez,60,50235
5589,Jorge Martinez,47,28455
5590,Maria Rojas,22,91414
5591,Maria Gomez,56,31231
5592,Camila Vargas,60,92810
5593,Marta Lopez,62,22922
5594,Juan Quintero,34,39864
5595,Luis Quintero,26,13775
5596,Camila Quintero,61,92098
5597,Camila Rodriguez,27,76351
5598,Maria Ramirez,54,89246
5599,Luis Vargas,27,85644
5600,Camila Gomez,30,30747
5601,Juan Lopez,24,61450
5602,Pedro Quintero,30,24356
5603,Daniel Perez,37,62925
5604,Pedro Lopez,24,16078
5605,Daniel Serna,61,81416
5606,Lucia Gomez,31,61576
5607,Pedro Rojas,26,14196
5608,Carlos Lopez,36,68753
5609,Ana Quintero,43,93883
5610,Diego Lopez,63,82849
5611,Daniel Quintero,53,22243
5612,Ana Serna,63,32004
5613,Diego Rodriguez,19,79200
5614,Maria Rodriguez,23,21746
5615,Maria Garcia,24,11692
5616,Jorge Hernandez,41,94637
5617,Pedro Garcia,59,79636
5618,Diego Rojas,47,89830
5619,Tatiana Quintero,36,14838
5620,Ana Rodriguez,51,96776
5621,Carlos Rodriguez,24,44663
5622,Carlos Martinez,20,15127
5623,Daniel Vargas,46,95882
5624,Daniel Garcia,48,28382
5625,Tatiana Rodriguez,32,32003
5626,Ana Gomez,47,59407
5627,Lucia Vargas,45,87424
5628,Ana Perez,26,65560
5629,Juan Vargas,19,98495
5630,Andres Ramirez,51,26469
5631,Camila Quintero,23,11229
5632,Luis Hernandez,65,26214
5633,Diego Rojas,42,46914
5634,Elena Hernandez,55,34303
5635,Maria Rodriguez,28,49052
5636,Elena Serna,28,33512
5637,Maria Serna,31,76793
5638,Luis Ramirez,32,90232
5639,Andres Rodriguez,28,24601
5640,Maria Ramirez,40,59355
5641,Pedro Perez,39,79600
5642,Ana Rodriguez,51,91073
5643,Diego Martinez,20,82656
5644,Tatiana Serna,55,88769
5645,Ana Hernandez,58,37369
5646,Marta Gomez,28,85831
5647,Tatiana Ramirez,53,67958
5648,Luis Serna,29,83929
5649,Maria Serna,57,78755
5650,Marta Gomez,20,64295
5651,Maria Lopez,61,38026
5652,Lucia Rojas,37,62875
5653,Diego Ramirez,36,68984
5654,Camila Rodriguez,45,92523
5655,Carlos Vargas,44,16843
5656,Daniel Rodriguez,58,91120
5657,Daniel Rodriguez,26,60697
5658,Jorge Quintero,38,14256
5659,Camila Rojas,18,38441
5660,Diego Garcia,33,81983
5661,Jorge Hernandez,27,31629
5662,Pedro Rodriguez,23,30336
5663,Maria Lopez,27,38283
5664,Diego Vargas,23,63861
5665,Maria Ramirez,59,95010
5666,Camila Vargas,26,45808
5667,Andres Lopez,33,81934
5668,Pedro Garcia,43,86627
5669,Elena Quintero,30,15729
5670,Diego Perez,62,84763
5671,Diego Vargas,42,24288
5672,Tatiana Serna,32,15178
5673,Camila Hernandez,37,34818
5674,Tatiana Lopez,45,65007
5675,Maria Garcia,37,52307
5676,Jorge Perez,50,22758
5677,Marta Serna,24,95622
5678,Elena Rojas,37,77385
5679,Marta Serna,64,26251
5680,Tatiana Perez,20,16586
5681,Lucia Rodriguez,39,48345
5682,Andres Gomez,35,40634
5683,Lucia Quintero,20,65680
5684,Elena Gomez,62,74872
5685,Tatiana Serna,57,36487
5686,Diego Serna,19,92457
5687,Camila Rodriguez,44,84945
5688,Camila Martinez,64,33063
5689,Jorge Rodriguez,38,54049
5690,Camila Quintero,51,95378
5691,Maria Quintero,25,56337
5692,Daniel Vargas,52,20146
5693,Ana Martinez,59,11114
5694,Daniel Serna,65,10969
5695,Camila Hernandez,18,62050
5696,Andres Serna,39,11069
5697,Ana Garcia,47,77353
5698,Jorge Serna,23,99083
5699,Maria Martinez,31,27106
5700,Camila Vargas,40,97581
5701,Jorge Rojas,38,61798
5702,Maria Martinez,24,77408
5703,Camila Quintero,45,26115
5704,Daniel Quintero,57,85098
5705,Tatiana Ramirez,58,14693
5706,Diego Rodriguez,36,33097
5707,Carlos Quintero,21,76802
5708,Pedro Garcia,36,92387
5709,Andres Vargas,65,93780
5710,Ana Garcia,19,42319
5711,Lucia Quintero,29,83507
5712,Elena Garcia,19,91570
5713,Lucia Lopez,26,98544
5714,Tatiana Garcia,22,59342
5715,Ana Garcia,63,41272
5716,Maria Gomez,40,32683
5717,Jorge Serna,36,84411
5718,Marta Gomez,29,25531
5719,Andres Vargas,24,44973
5720,Tatiana Hernandez,50,60722
5721,Andres Martinez,34,64300
5722,Maria Rojas,21,67650
5723,Carlos Vargas,37,76533
5724,Carlos Quintero,19,18660
5725,Juan Rojas,26,94286
5726,Daniel Quintero,61,64266
5727,Luis Garcia,52,23284
5728,Daniel Quintero,20,80124
5729,Daniel Hernandez,35,13121
5730,Daniel Martinez,50,48208
5731,Jorge Hernandez,25,75202
5732,Carlos Serna,39,68263
5733,Juan Rodriguez,25,69927
5734,Jorge Vargas,50,80640
5735,Andres Vargas,52,53144
5736,Maria Rodriguez,35,21426
5737,Carlos Gomez,48,14754
5738,Andres Rodriguez,52,18576
5739,Camila Martinez,22,34849
5740,Maria Gomez,18,94457
5741,Diego Serna,38,46240
5742,Diego Quintero,23,82965
5743,Pedro Garcia,58,98968
5744,Tatiana Lopez,18,46934
5745,Carlos Rojas,39,37823
5746,Pedro Rojas,44,32242
5747,Tatiana Martinez,47,90066
5748,Elena Rojas,63,81408
5749,Ana Lopez,45,97801
5750,Diego Vargas,32,83962
5751,Maria Rodriguez,31,88246
5752,Tatiana Hernandez,57,97877
5753,Luis Lopez,30,76816
5754,Marta Rojas,37,48317
5755,Carlos Quintero,46,33656
5756,Carlos Lopez,31,83099
5757,Lucia Hernandez,55,36053
5758,Pedro Perez,18,72263
5759,Marta Hernandez,43,21308
5760,Tatiana Martinez,53,95635
5761,Tatiana Martinez,50,47068
5762,Elena Lopez,32,42442
5763,Lucia Ramirez,47,15248
5764,Maria Perez,54,30543
5765,Jorge Serna,32,58342
5766,Juan Perez,55,26163
5767,Maria Gomez,20,46183
5768,Juan Martinez,29,73206
5769,Pedro Vargas,49,12030
5770,Andres Lopez,38,19864
5771,Tatiana Hernandez,24,76645
5772,Jorge Garcia,48,25434
5773,Camila Ramirez,46,15415
5774,Marta Garcia,44,55429
5775,Carlos Gomez,24,26698
5776,Pedro Lopez,40,11430
5777,Marta Garcia,64,59522
5778,Juan Quintero,19,87510
5779,Juan Gomez,61,86974
5780,Andres Rodriguez,44,86822
5781,Andres Hernandez,63,10175
5782,Pedro Garcia,42,41728
5783,Daniel Ramirez,50,23983
5784,Lucia Rodriguez,25,78254
5785,Marta Vargas,38,40494
5786,Jorge Hernandez,65,17869
5787,Diego Garcia,54,61233
5788,Jorge Garcia,35,27780
5789,Diego Serna,32,44670
5790,Pedro Ramirez,47,65507
5791,Tatiana Perez,40,26102
5792,Camila Rojas,55,26768
5793,Marta Quintero,41,27874
5794,Jorge Rojas,59,93850
5795,Elena Serna,51,10495
5796,Maria Rojas,29,49432
5797,Diego Martinez,65,73189
5798,Carlos Lopez,24,44905
5799,Marta Perez,20,43893
5800,Diego Rodriguez,45,56439
5801,Daniel Gomez,32,67889
5802,Elena Rojas,19,16667
5803,Camila Ramirez,22,56501
5804,Juan Garcia,40,74910
5805,Luis Garcia,57,47463
5806,Daniel Vargas,39,71900
5807,Diego Rodriguez,38,56614
5808,Ana Serna,30,95574
5809,Juan Hernandez,45,10375
5810,Andres Martinez,52,81506
5811,Pedro Quintero,28,41520
5812,Daniel Quintero,28,26961
5813,Diego Quintero,30,74138
5814,Lucia Quintero,37,13371
5815,Lucia Gomez,27,88270
5816,Diego Rodriguez,36,24464
5817,Luis Hernandez,22,60692
5818,Andres Quintero,24,92178
5819,Maria Vargas,65,22376
5820,Jorge Quintero,23,38285
5821,Marta Martinez,40,19253
5822,Juan Hernandez,35,64432
5823,Pedro Quintero,43,24043
5824,Maria Vargas,33,51974
5825,Camila Gomez,44,39027
5826,Marta Rojas,34,28053
5827,Andres Ramirez,62,20489
5828,Andres Serna,27,72600
5829,Diego Perez,47,68098
5830,Pedro Perez,29,27176
5831,Luis Rodriguez,40,44716
5832,Pedro Lopez,50,71368
5833,Pedro Rojas,57,74393
5834,Daniel Serna,42,28316
5835,Camila Martinez,24,97684
5836,Lucia Quintero,36,62843
5837,Marta Serna,52,10642
5838,Diego Vargas,35,83031
5839,Marta Vargas,31,27982
5840,Andres Quintero,38,40708
5841,Marta Hernandez,42,76397
5842,Marta Serna,27,49244
5843,Tatiana Perez,41,60677
5844,Diego Lopez,48,30181
5845,Lucia Vargas,36,74474
5846,Carlos Serna,40,65157
5847,Jorge Ramirez,58,39189
5848,Juan Quintero,63,79022
5849,Jorge Rodriguez,48,99197
5850,Pedro Quintero,49,92941
5851,Juan Martinez,64,29055
5852,Maria Ramirez,58,83136
5853,Pedro Rodriguez,38,41684
5854,Diego Hernandez,49,15838
5855,Marta Garcia,38,64199
5856,Maria Lopez,38,26313
5857,Daniel Rodriguez,64,38838
5858,Carlos Ramirez,32,22902
5859,Elena Hernandez,42,76843
5860,Carlos Serna,61,80133
5861,Pedro Garcia,51,38084
5862,Lucia Vargas,22,46973
5863,Lucia Perez,32,76364
5864,Andres Quintero,39,67780
5865,Tatiana Lopez,43,55040
5866,Daniel Serna,39,60518
5867,Tatiana Martinez,46,95470
5868,Ana Perez,20,51066
5869,Andres Hernandez,49,71268
5870,Elena Garcia,30,85303
5871,Jorge Serna,45,46296
5872,Elena Vargas,20,20343
5873,Pedro Rojas,61,22234
5874,Ana Gomez,58,22753
5875,Luis Lopez,59,38977
5876,Maria Rojas,41,38405
5877,Tatiana Rodriguez,51,64105
5878,Maria Lopez,20,85224
5879,Juan Hernandez,22,27978
5880,Tatiana Perez,43,98573
5881,Tatiana Martinez,44,58543
5882,Lucia Quintero,28,89882
5883,Luis Garcia,47,77948
5884,Tatiana Quintero,56,48568
5885,Daniel Vargas,41,38253
5886,Carlos Perez,29,98172
5887,Juan Rodriguez,20,46102
5888,Ana Quintero,40,42651
5889,Daniel Rojas,61,62455
5890,Pedro Ramirez,26,94620
5891,Ana Martinez,58,71514
5892,Ana Lopez,39,18564
5893,Juan Rodriguez,58,33976
5894,Diego Rojas,33,84195
5895,Jorge Ramirez,43,57659
5896,Camila Serna,38,55634
5897,Ana Rojas,46,27948
5898,Diego Garcia,29,73286
5899,Diego Perez,62,38150
5900,Camila Rojas,23,58339
5901,Maria Ramirez,51,96500
5902,Lucia Ramirez,34,23373
5903,Jorge Gomez,38,74859
5904,Daniel Gomez,24,84513
5905,Jorge Vargas,33,48789
5906,Luis Serna,19,52884
5907,Diego Ramirez,19,29276
5908,Juan Lopez,27,33138
5909,Andres Garcia,27,65306
5910,Daniel Hernandez,18,63262
5911,Luis Serna,18,98764
5912,Camila Rojas,22,49410
5913,Daniel Martinez,40,18388
5914,Ana Perez,62,36541
5915,Marta Quintero,63,15588
5916,Jorge Martinez,32,80086
5917,Carlos Quintero,26,33362
5918,Andres Lopez,28,35495
5919,Tatiana Perez,30,30617
5920,Diego Gomez,30,26943
5921,Marta Serna,62,84746
5922,Maria Garcia,52,42873
5923,Maria Rojas,59,46446
5924,Lucia Perez,35,63189
5925,Carlos Hernandez,52,22090
5926,Elena Serna,26,77453
5927,Pedro Serna,48,81255
5928,Juan Perez,47,58689
5929,Luis Perez,38,72414
5930,Andres Vargas,40,87987
5931,Elena Gomez,28,92184
5932,Carlos Vargas,27,43105
5933,Camila Garcia,27,82673
5934,Carlos Perez,36,36479
5935,Jorge Gomez,65,18638
5936,Camila Lopez,36,62560
5937,Pedro Rojas,50,69290
5938,Carlos Gomez,49,12309
5939,Carlos Garcia,50,79239
5940,Diego Garcia,37,63262
5941,Maria Rodriguez,45,59670
5942,Camila Rojas,58,48040
5943,Ana Martinez,63,20692
5944,Lucia Perez,30,92472
5945,Carlos Quintero,24,42781
5946,Ana Rojas,41,94027
5947,Tatiana Lopez,25,78803
5948,Luis Rodriguez,22,14145
5949,Juan Martinez,64,91516
5950,Tatiana Gomez,30,81709
5951,Marta Hernandez,28,59035
5952,Luis Serna,59,52022
5953,Jorge Serna,45,39750
5954,Juan Ramirez,23,34956
5955,Juan Garcia,33,14870
5956,Daniel Perez,63,63460
5957,Maria Martinez,33,33534
5958,Camila Ramirez,64,40561
5959,Pedro Rojas,35,88071
5960,Carlos Ramirez,48,26216
5961,Daniel Rodriguez,45,84655
5962,Luis Gomez,53,94013
5963,Ana Rodriguez,18,13341
5964,Ana Lopez,49,63661
5965,Maria Lopez,26,94510
5966,Maria Hernandez,60,75905
5967,Carlos Lopez,21,59057
5968,Tatiana Hernandez,33,41938
5969,Maria Quintero,47,72605
5970,Marta Gomez,43,55919
5971,Luis Garcia,40,77786
5972,Maria Quintero,47,54806
5973,Maria Hernandez,44,85040
5974,Jorge Quintero,29,76264
5975,Pedro Serna,58,51653
5976,Jorge Perez,19,21563
5977,Marta Garcia,43,77803
5978,Pedro Serna,65,92108
5979,Jorge Martinez,56,20603
5980,Andres Perez,29,51891
5981,Juan Vargas,45,81900
5982,Ana Serna,44,77234
5983,Carlos Serna,23,96746
5984,Juan Ramirez,30,53423
5985,Maria Gomez,52,15854
5986,Ana Lopez,40,65101
5987,Carlos Martinez,26,25242
5988,Andres Gomez,44,52443
5989,Marta Quintero,42,66874
5990,Tatiana Rojas,54,87260
5991,Jorge Rojas,36,64123
5992,Pedro Rojas,46,33733
5993,Juan Rojas,19,90549
5994,Tatiana Lopez,50,10915
5995,Camila Garcia,29,61595
5996,Diego Hernandez,56,13460
5997,Andres Lopez,24,77529
5998,Marta Gomez,38,59835
5999,Carlos Perez,33,25181
6000,Lucia Serna,46,73794
6001,Marta Ramirez,57,69672
6002,Diego Rojas,30,72792
6003,Juan Perez,36,84038
6004,Juan Gomez,58,99767
6005,Luis Martinez,35,38739
6006,Carlos Hernandez,49,84844
6007,Diego Martinez,61,28503
6008,Juan Vargas,44,88514
6009,Diego Perez,65,97690
6010,Marta Gomez,45,32542
6011,Andres Quintero,44,81624
6012,Juan Quintero,20,23151
6013,Diego Perez,30,66696
6014,Juan Quintero,49,97165
6015,Marta Garcia,27,40326
6016,Diego Rojas,36,51131
6017,Elena Perez,21,47767
6018,Elena Vargas,20,11615
6019,Maria Garcia,23,12489
6020,Andres Perez,23,93987
6021,Pedro Martinez,41,41355
6022,Maria Hernandez,33,39325
6023,Juan Rojas,51,55213
6024,Pedro Hernandez,19,96766
6025,Camila Lopez,39,71283
6026,Maria Serna,54,78361
6027,Ana Garcia,53,34280
6028,Camila Rojas,18,26031
6029,Lucia Vargas,52,37962
6030,Jorge Martinez,49,33454
6031,Elena Serna,49,91004
6032,Juan Serna,20,23715
6033,Marta Rodriguez,42,15189
6034,Lucia Rojas,37,85465
6035,Luis Perez,32,82901
6036,Marta Ramirez,22,45270
6037,Elena Gomez,41,47612
6038,Camila Rojas,49,23175
6039,Ana Martinez,36,72297
6040,Camila Martinez,29,40359
6041,Pedro Garcia,44,94970
6042,Diego Rojas,29,66444
6043,Maria Rojas,64,49153
6044,Andres Hernandez,43,19139
6045,Luis Rojas,54,63026
6046,Camila Rodriguez,48,29779
6047,Marta Rojas,35,39694
6048,Ana Hernandez,56,21327
6049,Ana Vargas,19,67829
6050,Marta Gomez,54,42530
6051,Carlos Rojas,35,97328
6052,Jorge Garcia,45,34640
6053,Juan Lopez,27,82209
6054,Elena Hernandez,36,20870
6055,Tatiana Gomez,18,23415
6056,Luis Gomez,52,39626
6057,Pedro Vargas,65,13379
6058,Maria Lopez,36,33799
6059,Luis Ramirez,35,63452
6060,Maria Lopez,18,52753
6061,Luis Gomez,28,98295
6062,Camila Serna,39,28948
6063,Luis Perez,50,50277
6064,Camila Martinez,28,86280
6065,Daniel Lopez,51,35596
6066,Juan Hernandez,52,55446
6067,Maria Rodriguez,35,53545
6068,Andres Lopez,49,18372
6069,Andres Lopez,24,77713
6070,Diego Rojas,22,11957
6071,Camila Perez,50,38495
6072,Luis Ramirez,34,16007
6073,Juan Garcia,64,53552
6074,Pedro Rojas,62,13284
6075,Carlos Vargas,57,40488
6076,Ana Rodriguez,39,95903
6077,Pedro Serna,61,90103
6078,Carlos Quintero,51,43793
6079,Pedro Lopez,46,63248
6080,Jorge Perez,51,23723
6081,Pedro Hernandez,44,72017
6082,Jorge Martinez,43,86540
6083,Juan Lopez,25,52202
6084,Ana Martinez,29,48908
6085,Luis Lopez,29,77315
6086,Pedro Lopez,24,23205
6087,Camila Lopez,58,99891
6088,Luis Perez,31,76899
6089,Luis Serna,54,48107
6090,Juan Martinez,43,74334
